# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Nov 16 20:07:27 2023
#
# User preference: *
#
# CONSTRAINT:  where (kepoi_name like '%.01%'
# CONSTRAINT:  and koi_disposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  and koi_pdisposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  and koi_depth not null
# CONSTRAINT:  and koi_steff not null
# CONSTRAINT:  and koi_srad not null
# CONSTRAINT:  and koi_smass not null)
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_depth,koi_prad,koi_teq,koi_steff,koi_srad,koi_smass
11853255,K00778.01,Kepler-674 b,CONFIRMED,CANDIDATE,8.2170e+02,1.99,822.0,4149.00,0.5640,0.5780
11918099,K00780.01,Kepler-675 b,CONFIRMED,CANDIDATE,9.7120e+02,2.34,1070.0,5005.00,0.7650,0.8500
11923270,K00781.01,Kepler-676 b,CONFIRMED,CANDIDATE,2.8045e+03,2.65,396.0,3688.00,0.4730,0.5030
11960862,K00782.01,Kepler-677 b,CONFIRMED,CANDIDATE,2.7933e+03,5.31,1015.0,5992.00,0.9890,0.9270
12020329,K00783.01,Kepler-678 b,CONFIRMED,CANDIDATE,3.0010e+03,4.86,833.0,5485.00,0.8670,0.9860
12066335,K00784.01,Kepler-231 c,CONFIRMED,CANDIDATE,1.2198e+03,1.93,393.0,4077.00,0.5600,0.5760
12070811,K00785.01,Kepler-679 b,CONFIRMED,CANDIDATE,9.1660e+02,2.66,677.0,5557.00,0.7500,0.8320
3342970,K00800.01,Kepler-234 b,CONFIRMED,CANDIDATE,8.3750e+02,3.12,1420.0,6214.00,1.0760,1.1690
12470844,K00790.01,Kepler-233 b,CONFIRMED,CANDIDATE,1.1235e+03,2.59,751.0,5354.00,0.7880,0.8840
12644822,K00791.01,Kepler-682 b,CONFIRMED,CANDIDATE,6.1056e+03,7.40,753.0,5795.00,0.9190,0.9920
2713049,K00794.01,Kepler-683 b,CONFIRMED,CANDIDATE,3.8210e+02,2.06,1332.0,5519.00,1.0620,0.9210
3114167,K00795.01,Kepler-684 b,CONFIRMED,CANDIDATE,1.3040e+03,2.77,812.0,5653.00,0.6790,0.7670
3115833,K00797.01,,CANDIDATE,CANDIDATE,5.7411e+03,7.73,812.0,5988.00,0.8360,0.8850
4275191,K00813.01,Kepler-688 b,CONFIRMED,CANDIDATE,8.5448e+03,7.34,1005.0,5557.00,0.7740,0.8660
4476123,K00814.01,Kepler-689 b,CONFIRMED,CANDIDATE,9.8680e+02,2.32,536.0,5395.00,0.7340,0.8210
3351888,K00801.01,Kepler-685 b,CONFIRMED,CANDIDATE,7.9690e+03,9.73,1579.0,5539.00,1.1060,0.9350
3453214,K00802.01,,CANDIDATE,CANDIDATE,2.1725e+04,13.60,643.0,5710.00,0.9050,0.9280
3641726,K00804.01,Kepler-1727 b,CONFIRMED,CANDIDATE,1.0198e+03,2.57,757.0,5349.00,0.8200,0.8240
3832474,K00806.01,Kepler-30 d,CONFIRMED,CANDIDATE,1.0566e+04,8.90,308.0,5485.00,0.8670,0.9860
3935914,K00809.01,Kepler-686 b,CONFIRMED,CANDIDATE,1.5044e+04,11.30,1539.0,5934.00,0.8930,0.9010
3940418,K00810.01,Kepler-1728 b,CONFIRMED,CANDIDATE,1.0087e+03,2.50,886.0,5170.00,0.8070,0.8910
4049131,K00811.01,Kepler-687 b,CONFIRMED,CANDIDATE,2.1055e+03,3.41,518.0,4905.00,0.7610,0.7390
4139816,K00812.01,Kepler-235 b,CONFIRMED,CANDIDATE,1.6326e+03,2.03,656.0,3950.00,0.4930,0.5020
5358241,K00829.01,Kepler-53 b,CONFIRMED,CANDIDATE,8.9360e+02,3.12,701.0,5775.00,1.0530,1.0260
5358624,K00830.01,Kepler-428 b,CONFIRMED,CANDIDATE,2.2335e+04,11.58,975.0,5150.00,0.7930,0.8550
4544670,K00815.01,,CANDIDATE,CANDIDATE,4.5236e+03,7.61,511.0,5509.00,0.8710,0.8400
4664847,K00816.01,Kepler-690 b,CONFIRMED,CANDIDATE,2.4721e+03,5.52,964.0,5973.00,1.0850,1.1810
4725681,K00817.01,Kepler-236 c,CONFIRMED,CANDIDATE,1.1823e+03,1.80,329.0,3747.00,0.5240,0.5360
4913852,K00818.01,Kepler-691 b,CONFIRMED,CANDIDATE,1.5580e+03,2.10,460.0,3692.00,0.5170,0.5530
4936180,K00820.01,,CANDIDATE,CANDIDATE,2.4506e+03,30.09,1155.0,6463.00,0.8260,0.7860
10875245,K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,4.3020e+02,2.89,874.0,5847.00,1.4020,1.1130
5021899,K00821.01,Kepler-692 b,CONFIRMED,CANDIDATE,1.1754e+03,3.38,639.0,5601.00,0.9990,0.9340
5115978,K00823.01,,CANDIDATE,CANDIDATE,8.0980e+03,72.77,1947.0,6228.00,0.9900,0.9590
5164255,K00824.01,Kepler-693 b,CONFIRMED,CANDIDATE,1.5337e+04,11.01,600.0,4986.00,0.8330,0.7930
5252423,K00825.01,Kepler-237 c,CONFIRMED,CANDIDATE,8.8790e+02,2.11,687.0,4861.00,0.7320,0.7330
5272878,K00826.01,Kepler-694 b,CONFIRMED,CANDIDATE,7.8070e+02,2.44,914.0,5776.00,0.8490,0.9390
5651104,K00840.01,Kepler-695 b,CONFIRMED,CANDIDATE,1.0859e+04,8.99,1021.0,5035.00,0.7910,0.7540
5792202,K00841.01,Kepler-27 b,CONFIRMED,CANDIDATE,3.0814e+03,5.00,610.0,5251.00,0.8170,0.9260
5436502,K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,3.3418e+03,7.89,731.0,5739.00,1.3840,1.0830
5456651,K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,1.0373e+03,2.35,616.0,4959.00,0.7560,0.8490
5531576,K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,8.7540e+02,2.25,696.0,4768.00,0.7790,0.7590
6291653,K00850.01,Kepler-702 b,CONFIRMED,CANDIDATE,9.7680e+03,8.24,713.0,5386.00,0.7930,0.8200
6392727,K00851.01,Kepler-703 b,CONFIRMED,CANDIDATE,3.8121e+03,5.39,1038.0,5815.00,0.8770,0.9730
6422070,K00852.01,Kepler-704 b,CONFIRMED,CANDIDATE,5.1060e+02,2.66,1121.0,5653.00,0.9490,0.9740
6428700,K00853.01,Kepler-242 b,CONFIRMED,CANDIDATE,1.0244e+03,3.01,742.0,5015.00,0.8260,0.7850
5794379,K00842.01,Kepler-241 b,CONFIRMED,CANDIDATE,1.1494e+03,2.31,562.0,4702.00,0.6860,0.6700
5881688,K00843.01,Kepler-696 b,CONFIRMED,CANDIDATE,2.8774e+03,6.21,1234.0,6073.00,1.1350,1.1630
6022556,K00844.01,Kepler-697 b,CONFIRMED,CANDIDATE,2.0203e+03,4.35,1151.0,5727.00,0.9780,1.0130
6032497,K00845.01,Kepler-698 b,CONFIRMED,CANDIDATE,1.1875e+03,3.75,727.0,5878.00,0.9870,0.9890
6061119,K00846.01,Kepler-699 b,CONFIRMED,CANDIDATE,2.5391e+04,13.84,554.0,5862.00,0.7850,0.8650
6191521,K00847.01,Kepler-700 b,CONFIRMED,CANDIDATE,3.6046e+03,7.59,452.0,5510.00,1.2380,0.9320
3531558,K00118.01,Kepler-467 b,CONFIRMED,CANDIDATE,2.6960e+02,2.29,712.0,5718.00,1.3170,0.9610
6276477,K00849.01,Kepler-701 b,CONFIRMED,CANDIDATE,7.5060e+02,2.47,777.0,5501.00,0.9180,0.8910
6863998,K00867.01,Kepler-709 b,CONFIRMED,CANDIDATE,1.4424e+03,3.68,613.0,5239.00,0.8260,0.8300
6867155,K00868.01,,CANDIDATE,CANDIDATE,2.0715e+04,10.59,188.0,4245.00,0.6570,0.6660
6948054,K00869.01,Kepler-245 b,CONFIRMED,CANDIDATE,1.1236e+03,2.56,753.0,5103.00,0.7870,0.8230
6435936,K00854.01,Kepler-705 b,CONFIRMED,CANDIDATE,1.6260e+03,1.94,233.0,3593.00,0.4910,0.5030
6522242,K00855.01,Kepler-706 b,CONFIRMED,CANDIDATE,2.2839e+04,11.38,453.0,5522.00,0.7470,0.7860
6526710,K00856.01,,CANDIDATE,CANDIDATE,1.5179e+04,14.21,552.0,6122.00,0.9640,1.0410
6587280,K00857.01,Kepler-243 b,CONFIRMED,CANDIDATE,9.0810e+02,2.47,850.0,5237.00,0.8260,0.9270
9471974,K00119.01,Kepler-108 b,CONFIRMED,CANDIDATE,1.6462e+03,8.20,669.0,5626.00,2.0570,1.2470
6599919,K00858.01,,CANDIDATE,CANDIDATE,5.7329e+03,19.02,733.0,5697.00,0.9030,0.8570
6685526,K00861.01,Kepler-707 b,CONFIRMED,CANDIDATE,3.1580e+02,1.41,1160.0,5265.00,0.8100,0.9100
6784235,K00863.01,Kepler-708 b,CONFIRMED,CANDIDATE,7.8120e+02,2.62,1221.0,5895.00,0.9400,1.0260
6849310,K00864.01,Kepler-244 b,CONFIRMED,CANDIDATE,1.1540e+03,3.11,1038.0,5527.00,0.9270,0.9560
6862328,K00865.01,,CANDIDATE,CANDIDATE,7.4305e+03,8.98,366.0,5453.00,1.0620,0.9040
7366258,K00880.01,Kepler-82 b,CONFIRMED,CANDIDATE,1.8435e+03,3.91,562.0,5427.00,0.9290,0.9150
7373451,K00881.01,Kepler-712 b,CONFIRMED,CANDIDATE,1.7725e+03,3.07,521.0,5067.00,0.7500,0.7890
6949607,K00870.01,Kepler-28 b,CONFIRMED,CANDIDATE,9.6140e+02,1.73,585.0,4072.00,0.5700,0.5860
7031517,K00871.01,,CANDIDATE,CANDIDATE,4.2450e+04,22.94,723.0,5875.00,0.8090,0.8950
7109675,K00872.01,Kepler-46 b,CONFIRMED,CANDIDATE,7.4259e+03,8.46,495.0,5149.00,0.9300,0.8820
7118364,K00873.01,Kepler-710 b,CONFIRMED,CANDIDATE,4.5160e+02,2.36,1174.0,5754.00,1.1220,1.0140
7134976,K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,7.5590e+02,2.35,896.0,4986.00,0.8330,0.7930
7135852,K00875.01,Kepler-1729 b,CONFIRMED,CANDIDATE,2.2600e+03,2.62,595.0,3837.00,0.5170,0.5440
7287995,K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,1.4107e+03,2.33,635.0,4261.00,0.6330,0.6400
7303253,K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,1.2007e+03,3.16,487.0,4919.00,0.7210,0.6970
5094751,K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,2.9850e+02,2.54,1145.0,5945.00,1.3020,1.0090
7678434,K00892.01,Kepler-716 b,CONFIRMED,CANDIDATE,1.2549e+03,3.20,720.0,5121.00,0.8880,0.8220
7685981,K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,5.4940e+02,2.66,1139.0,6007.00,0.9610,0.9680
7380537,K00883.01,,CANDIDATE,CANDIDATE,3.7492e+04,12.04,929.0,4820.00,0.6390,0.6990
7434875,K00884.01,Kepler-247 c,CONFIRMED,CANDIDATE,3.0361e+03,4.16,686.0,5097.00,0.7790,0.8910
8349582,K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,5.0730e+02,3.13,927.0,5644.00,1.4110,1.0530
7455287,K00886.01,Kepler-54 b,CONFIRMED,CANDIDATE,1.3336e+03,1.72,453.0,3713.00,0.4700,0.4840
7458762,K00887.01,Kepler-713 b,CONFIRMED,CANDIDATE,6.2050e+02,2.45,905.0,5849.00,0.9190,1.0140
757450,K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,1.6053e+04,10.51,770.0,5332.00,0.8430,0.8210
7585481,K00890.01,Kepler-714 b,CONFIRMED,CANDIDATE,6.9111e+03,8.95,986.0,6214.00,1.0760,1.1690
7663691,K00891.01,Kepler-715 b,CONFIRMED,CANDIDATE,9.3610e+02,3.52,876.0,6063.00,1.0010,1.0790
5812701,K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,9.0652e+03,13.16,911.0,6823.00,1.3670,1.3860
8013419,K00901.01,,CANDIDATE,CANDIDATE,6.4657e+03,4.87,432.0,3950.00,0.5410,0.5630
8018547,K00902.01,,CANDIDATE,CANDIDATE,7.9587e+03,4.78,226.0,3960.00,0.5090,0.5260
8039892,K00903.01,Kepler-719 b,CONFIRMED,CANDIDATE,6.9323e+03,6.96,998.0,5865.00,0.8270,0.9140
8150320,K00904.01,Kepler-55 d,CONFIRMED,CANDIDATE,7.2420e+02,1.85,931.0,4500.00,0.6460,0.7100
11086270,K00124.01,Kepler-110 b,CONFIRMED,CANDIDATE,2.5210e+02,2.57,1008.0,5869.00,1.6260,1.0190
7825899,K00896.01,Kepler-248 c,CONFIRMED,CANDIDATE,2.5907e+03,4.14,598.0,5191.00,0.8370,0.9370
7849854,K00897.01,Kepler-718 b,CONFIRMED,CANDIDATE,1.4281e+04,13.12,1497.0,5855.00,1.0800,1.0490
7870390,K00898.01,Kepler-83 b,CONFIRMED,CANDIDATE,1.8978e+03,2.23,460.0,3906.00,0.5090,0.5080
7907423,K00899.01,Kepler-249 c,CONFIRMED,CANDIDATE,8.0760e+02,1.16,429.0,3561.00,0.4110,0.4400
7938496,K00900.01,Kepler-1730 b,CONFIRMED,CANDIDATE,1.3097e+03,4.56,833.0,5942.00,1.1420,1.0090
8490993,K00911.01,Kepler-722 b,CONFIRMED,CANDIDATE,5.3860e+02,2.85,1182.0,6077.00,0.9990,1.0770
8505670,K00912.01,Kepler-252 c,CONFIRMED,CANDIDATE,1.6756e+03,2.34,499.0,4201.00,0.5910,0.6090
8544996,K00913.01,Kepler-723 b,CONFIRMED,CANDIDATE,1.7859e+04,10.55,1016.0,5655.00,0.7940,0.8860
8552202,K00914.01,,CANDIDATE,CANDIDATE,5.8160e+02,1.87,1010.0,5662.00,0.7380,0.8130
8226994,K00906.01,Kepler-250 c,CONFIRMED,CANDIDATE,8.6700e+02,2.47,782.0,5029.00,0.8380,0.7980
8247638,K00907.01,Kepler-251 c,CONFIRMED,CANDIDATE,9.7350e+02,2.72,655.0,5527.00,0.8660,0.8410
8255887,K00908.01,Kepler-720 b,CONFIRMED,CANDIDATE,7.9127e+03,10.60,1162.0,5560.00,1.2100,0.9400
8414716,K00910.01,Kepler-721 b,CONFIRMED,CANDIDATE,1.1514e+03,2.68,850.0,5198.00,0.8010,0.9150
9140402,K00928.01,,CANDIDATE,CANDIDATE,8.6370e+02,2.42,1194.0,5569.00,0.8290,0.9280
9141746,K00929.01,Kepler-730 b,CONFIRMED,CANDIDATE,7.1633e+03,9.66,1062.0,6123.00,1.1070,1.1590
9166862,K00931.01,Kepler-731 b,CONFIRMED,CANDIDATE,1.6653e+04,13.61,1212.0,6033.00,1.0460,1.1530
8628973,K00916.01,Kepler-724 b,CONFIRMED,CANDIDATE,1.3982e+03,3.94,1155.0,5609.00,0.9440,0.9830
8672910,K00918.01,Kepler-725 b,CONFIRMED,CANDIDATE,1.5664e+04,10.98,472.0,5231.00,0.9000,0.8440
8689031,K00920.01,Kepler-726 b,CONFIRMED,CANDIDATE,1.1449e+03,2.60,543.0,5481.00,0.7080,0.8060
8689373,K00921.01,Kepler-253 c,CONFIRMED,CANDIDATE,1.1107e+03,2.53,680.0,5196.00,0.7750,0.8690
8826878,K00922.01,Kepler-727 b,CONFIRMED,CANDIDATE,6.9750e+02,2.94,964.0,5431.00,0.8840,0.8160
8883593,K00923.01,Kepler-728 b,CONFIRMED,CANDIDATE,1.2402e+03,3.13,982.0,5897.00,0.8910,0.9830
8951215,K00924.01,,CANDIDATE,CANDIDATE,1.0126e+03,4.06,577.0,6225.00,1.0310,1.0910
9077124,K00926.01,Kepler-729 b,CONFIRMED,CANDIDATE,1.4734e+03,3.82,1273.0,6007.00,0.9980,1.0720
9466668,K00939.01,Kepler-256 c,CONFIRMED,CANDIDATE,2.8010e+02,2.11,1315.0,5553.00,1.2500,0.9490
9479273,K00940.01,Kepler-734 b,CONFIRMED,CANDIDATE,2.0903e+03,3.18,784.0,5085.00,0.7120,0.7100
8359498,K00127.01,Kepler-77 b,CONFIRMED,CANDIDATE,1.1382e+04,10.43,1145.0,5524.00,0.9940,0.9500
9334289,K00934.01,Kepler-254 b,CONFIRMED,CANDIDATE,1.5391e+03,4.09,1013.0,5561.00,1.0600,0.9430
9347899,K00935.01,Kepler-31 b,CONFIRMED,CANDIDATE,1.9105e+03,5.50,781.0,6035.00,1.2570,0.9580
9388479,K00936.01,Kepler-732 b,CONFIRMED,CANDIDATE,2.2370e+03,2.13,407.0,3582.00,0.4580,0.4910
11359879,K00128.01,Kepler-15 b,CONFIRMED,CANDIDATE,1.1145e+04,10.62,1008.0,5514.00,0.9780,1.0030
9406990,K00937.01,Kepler-733 b,CONFIRMED,CANDIDATE,9.8840e+02,2.74,595.0,5537.00,0.8800,0.9990
9415172,K00938.01,Kepler-255 c,CONFIRMED,CANDIDATE,9.9450e+02,3.12,807.0,5344.00,1.0130,0.8670
2860866,K01103.01,,CANDIDATE,CANDIDATE,3.0203e+03,7.12,485.0,6520.00,1.2150,1.2790
10460629,K01168.01,,CANDIDATE,CANDIDATE,8.5810e+02,3.87,242.0,6449.00,1.3090,1.0630
10319385,K01169.01,,CANDIDATE,CANDIDATE,1.9500e+02,1.32,1943.0,5630.00,0.9540,1.0640
10482160,K01170.01,Kepler-1739 b,CONFIRMED,CANDIDATE,5.7440e+02,1.84,839.0,5757.00,0.7620,0.8650
11502218,K00970.01,,CANDIDATE,CANDIDATE,6.7350e+02,34.39,3145.0,4813.00,13.6520,2.0160
11180361,K00971.01,,CANDIDATE,CANDIDATE,1.4958e+03,133.56,5862.0,8523.00,4.0510,2.1660
8559644,K00139.01,Kepler-111 c,CONFIRMED,CANDIDATE,3.4875e+03,7.67,333.0,5873.00,1.2350,1.0920
3240158,K01106.01,Kepler-769 b,CONFIRMED,CANDIDATE,4.4330e+02,2.47,1037.0,6049.00,1.1760,1.1400
3218908,K01108.01,Kepler-770 b,CONFIRMED,CANDIDATE,6.4090e+02,13.92,1171.0,4941.00,4.8850,1.8080
10287723,K01174.01,,CANDIDATE,CANDIDATE,1.4749e+03,2.99,25.0,4500.00,0.7260,0.7170
10350571,K01175.01,Kepler-784 b,CONFIRMED,CANDIDATE,1.4510e+02,1.78,688.0,5676.00,1.4870,1.0160
3749365,K01176.01,Kepler-785 b,CONFIRMED,CANDIDATE,3.0222e+04,8.78,753.0,3807.00,0.5030,0.5340
11013201,K00972.01,,CANDIDATE,CANDIDATE,3.7220e+02,8.25,1768.0,7221.00,4.2400,2.0180
9414417,K00974.01,,CANDIDATE,CANDIDATE,1.9560e+02,2.52,675.0,6247.00,1.7620,1.1740
3632418,K00975.01,Kepler-21 b,CONFIRMED,CANDIDATE,6.8900e+01,1.69,1784.0,6202.00,1.7330,1.1620
5809890,K01050.01,Kepler-755 b,CONFIRMED,CANDIDATE,3.4090e+02,1.41,1331.0,5041.00,0.7660,0.8070
6131236,K01051.01,Kepler-1734 b,CONFIRMED,CANDIDATE,3.9310e+02,2.01,985.0,6061.00,0.9700,1.0500
2837111,K01110.01,Kepler-771 b,CONFIRMED,CANDIDATE,2.7070e+02,1.59,890.0,5982.00,0.9600,1.0470
2307199,K00151.01,,CANDIDATE,CANDIDATE,1.4282e+03,5.24,848.0,6276.00,1.0410,1.0010
9032900,K00134.01,,CANDIDATE,CANDIDATE,4.1581e+03,12.10,588.0,6038.00,1.7440,1.3410
5956342,K01052.01,Kepler-265 c,CONFIRMED,CANDIDATE,5.6890e+02,2.54,755.0,5839.00,1.0670,0.8810
5956656,K01053.01,Kepler-756 b,CONFIRMED,CANDIDATE,1.9600e+02,1.54,1741.0,5553.00,1.1070,0.9330
3109930,K01112.01,Kepler-1736 b,CONFIRMED,CANDIDATE,5.7030e+02,2.33,566.0,6085.00,0.9730,0.9760
2854914,K01113.01,Kepler-268 b,CONFIRMED,CANDIDATE,4.1450e+02,2.48,695.0,5952.00,1.2250,1.0590
3116412,K01115.01,Kepler-772 b,CONFIRMED,CANDIDATE,2.7060e+02,2.03,866.0,5765.00,1.2420,0.9680
8394721,K00152.01,Kepler-79 d,CONFIRMED,CANDIDATE,2.8941e+03,7.14,592.0,6198.00,1.3240,1.1010
1161345,K00984.01,Kepler-1973 b,CONFIRMED,CANDIDATE,7.9010e+02,2.29,942.0,5296.00,0.8150,0.9110
2854698,K00986.01,Kepler-260 b,CONFIRMED,CANDIDATE,5.1760e+02,1.92,782.0,5251.00,0.8490,0.8210
2849805,K01116.01,Kepler-773 b,CONFIRMED,CANDIDATE,1.8260e+02,1.68,1160.0,5751.00,0.9830,0.9870
3114811,K01117.01,Kepler-774 b,CONFIRMED,CANDIDATE,1.4810e+02,3.51,1422.0,6353.00,2.8670,1.4970
2853446,K01118.01,,CANDIDATE,CANDIDATE,2.0520e+02,2.67,1004.0,5973.00,1.0700,0.9820
3942446,K01193.01,,CANDIDATE,CANDIDATE,5.3723e+03,10.40,366.0,5697.00,0.9200,0.7600
3554031,K01194.01,Kepler-415 c,CONFIRMED,CANDIDATE,1.4196e+03,2.01,543.0,4362.00,0.5540,0.5900
7295235,K00987.01,Kepler-743 b,CONFIRMED,CANDIDATE,2.0090e+02,1.21,1101.0,5511.00,0.8570,0.9600
2302548,K00988.01,Kepler-261 b,CONFIRMED,CANDIDATE,8.0150e+02,2.18,672.0,5095.00,0.7800,0.8160
9818381,K00135.01,Kepler-43 b,CONFIRMED,CANDIDATE,7.7650e+03,12.14,1489.0,6063.00,1.3580,1.2270
6060203,K01059.01,Kepler-757 b,CONFIRMED,CANDIDATE,1.2920e+02,1.14,1734.0,5366.00,1.0200,0.8750
5880320,K01060.01,Kepler-758 b,CONFIRMED,CANDIDATE,2.8470e+02,2.98,1005.0,6021.00,1.4580,0.9600
3859079,K01199.01,Kepler-786 b,CONFIRMED,CANDIDATE,1.0861e+03,2.28,348.0,4736.00,0.7080,0.7910
